"Step","Group: Exp1a - train_loss","Group: Exp1a - train_loss__MIN","Group: Exp1a - train_loss__MAX"
"52","0.6415329277515411","0.5951012372970581","0.6879646182060242"
"53","0.6399691998958588","0.5925899147987366","0.687348484992981"
"54","0.6379314363002777","0.5900517702102661","0.6858111023902893"
"55","0.6370714008808136","0.5891105532646179","0.6850322484970093"
"56","0.6372496485710144","0.5886254906654358","0.685873806476593"
"57","0.6372736394405365","0.5880523324012756","0.6864949464797974"
"58","0.6355662643909454","0.5861914157867432","0.6849411129951477"
"59","0.6331724524497986","0.584057092666626","0.6822878122329712"
"60","0.6311587393283844","0.5828205347061157","0.6794969439506531"
"61","0.6304238438606262","0.5812288522720337","0.6796188354492188"
"62","0.628451406955719","0.5793102979660034","0.6775925159454346"
"63","0.6254864037036896","0.5758849382400513","0.6750878691673279"
"64","0.6234133541584015","0.573741614818573","0.67308509349823"
"65","0.6205468475818634","0.571091890335083","0.6700018048286438"
"66","0.6204347610473633","0.5710870623588562","0.6697824597358704"
"67","0.6187998652458191","0.5692133903503418","0.6683863401412964"
"68","0.6154047250747681","0.565388560295105","0.6654208898544312"
"69","0.6117932498455048","0.5616916418075562","0.6618948578834534"
"70","0.6097780764102936","0.5589705109596252","0.6605856418609619"
"71","0.6083977222442627","0.5576224327087402","0.6591730117797852"
"72","0.6069539487361908","0.5560439229011536","0.657863974571228"
"73","0.605940580368042","0.5546432137489319","0.6572379469871521"
"74","0.6030274629592896","0.5512906312942505","0.6547642946243286"
"75","0.6007943749427795","0.548133909702301","0.6534548401832581"
"76","0.5996186435222626","0.5472748279571533","0.6519624590873718"
"77","0.5965025722980499","0.5442616939544678","0.6487434506416321"
"78","0.593829333782196","0.5421668887138367","0.6454917788505554"
"79","0.5912542641162872","0.5400112867355347","0.6424972414970398"
"80","0.5902194380760193","0.5392051339149475","0.6412337422370911"
"81","0.5879607200622559","0.5368603467941284","0.6390610933303833"
"82","0.5853869616985321","0.5345930457115173","0.6361808776855469"
"83","0.5837420523166656","0.5331485271453857","0.6343355774879456"
"84","0.5799982249736786","0.5297551155090332","0.630241334438324"
"85","0.5797319710254669","0.5293757319450378","0.630088210105896"
"86","0.5767792165279388","0.5264551639556885","0.6271032691001892"
"87","0.5749326348304749","0.5245909690856934","0.6252743005752563"
"88","0.5747063159942627","0.5241611003875732","0.6252515316009521"
"89","0.573516458272934","0.5229648947715759","0.624068021774292"
"90","0.5722992420196533","0.5213189125061035","0.6232795715332031"
"91","0.5705980658531189","0.519737720489502","0.6214584112167358"
"92","0.5691121816635132","0.5185611844062805","0.6196631789207458"
"93","0.5669611990451813","0.5166908502578735","0.617231547832489"
"94","0.5646506547927856","0.5144241452217102","0.6148771643638611"
"95","0.5624432563781738","0.5119882225990295","0.6128982901573181"
"96","0.5608485341072083","0.5104995965957642","0.6111974716186523"
"97","0.5591013133525848","0.5093523859977722","0.6088502407073975"
"98","0.557987779378891","0.5085728168487549","0.6074027419090271"
"99","0.5568530559539795","0.5074585676193237","0.6062475442886353"
"100","0.5552101135253906","0.5058883428573608","0.6045318841934204"
"101","0.5521739423274994","0.5029826164245605","0.6013652682304382"
"102","0.5496454238891602","0.5003642439842224","0.5989266037940979"
"103","0.5508154928684235","0.5018807053565979","0.599750280380249"
"104","0.5487965941429138","0.5001224279403687","0.597470760345459"
"105","0.5489349663257599","0.5008106827735901","0.5970592498779297"
"106","0.5464576482772827","0.4982532262802124","0.594662070274353"
"107","0.5452015250921249","0.49746617674827576","0.5929368734359741"
"108","0.5432275086641312","0.4959007799625397","0.5905542373657227"
"109","0.5419228821992874","0.4947744905948639","0.5890712738037109"
"110","0.5429631024599075","0.49600812792778015","0.5899180769920349"
"111","0.5415961146354675","0.49523186683654785","0.5879603624343872"
"112","0.5400928854942322","0.49425989389419556","0.5859258770942688"
"113","0.5381051898002625","0.4925081729888916","0.5837022066116333"
"114","0.5369072407484055","0.49197885394096375","0.5818356275558472"
"115","0.535312831401825","0.4905087947845459","0.580116868019104"
"116","0.533534362912178","0.489087849855423","0.5779808759689331"
"117","0.5309710800647736","0.4871656894683838","0.5747764706611633"
"118","0.5300966799259186","0.4860714077949524","0.5741219520568848"
"119","0.5274484157562256","0.483489990234375","0.5714068412780762"
"120","0.5252545922994614","0.48187169432640076","0.568637490272522"
"121","0.5244183093309402","0.48108378052711487","0.5677528381347656"
"122","0.5220857560634613","0.4792816638946533","0.5648898482322693"
"123","0.5215362012386322","0.47885191440582275","0.5642204880714417"
"124","0.5199715197086334","0.4775437116622925","0.5623993277549744"
"125","0.5183053761720657","0.4763079583644867","0.5603027939796448"
"126","0.5159262865781784","0.4742204248905182","0.5576321482658386"
"127","0.5140025317668915","0.4722858667373657","0.5557191967964172"
"128","0.5124945491552353","0.4710889160633087","0.5539001822471619"
"129","0.5120533406734467","0.47036027908325195","0.5537464022636414"
"130","0.5088598281145096","0.4677313268184662","0.549988329410553"
"131","0.5063153803348541","0.46598249673843384","0.5466482639312744"
"132","0.5051945447921753","0.46526241302490234","0.5451266765594482"
"133","0.5046525001525879","0.46523958444595337","0.5440654158592224"
"134","0.5030356645584106","0.46446698904037476","0.5416043400764465"
"135","0.5021510422229767","0.4641079902648926","0.5401940941810608"
"136","0.5005051642656326","0.4624907076358795","0.5385196208953857"
"137","0.5000429898500443","0.46227553486824036","0.5378104448318481"
"138","0.49820034205913544","0.46081051230430603","0.5355901718139648"
"139","0.49631135165691376","0.45952656865119934","0.5330961346626282"
"140","0.4960857778787613","0.45951321721076965","0.5326583385467529"
"141","0.49531301856040955","0.45864784717559814","0.531978189945221"
"142","0.49416302144527435","0.4577087461948395","0.5306172966957092"
"143","0.493587464094162","0.4574167728424072","0.5297581553459167"
"144","0.4913276731967926","0.45548802614212036","0.5271673202514648"
"145","0.48884132504463196","0.45374786853790283","0.5239347815513611"
"146","0.48734602332115173","0.45277440547943115","0.5219176411628723"
"147","0.4865732789039612","0.4525415897369385","0.5206049680709839"
"148","0.48519167304039","0.4520379900932312","0.5183453559875488"
"149","0.48283861577510834","0.4498407542705536","0.5158364772796631"
"150","0.48253268003463745","0.45022833347320557","0.5148370265960693"
"151","0.48144136369228363","0.4493388235569","0.5135439038276672"
"152","0.4790542721748352","0.44740933179855347","0.5106992125511169"
"153","0.4765882343053818","0.4451477825641632","0.5080286860466003"
"154","0.4739757478237152","0.4432455897331238","0.5047059059143066"
"155","0.47385813295841217","0.44306716322898865","0.5046491026878357"
"156","0.4721605032682419","0.4417417347431183","0.5025792717933655"
"157","0.47057412564754486","0.44057562947273254","0.5005726218223572"
"158","0.46897493302822113","0.4398573338985443","0.49809253215789795"
"159","0.46741722524166107","0.4386534094810486","0.49618104100227356"
"160","0.4667243957519531","0.4384966790676117","0.49495211243629456"
"161","0.4660305082798004","0.438291996717453","0.4937690198421478"
"162","0.4645865261554718","0.43736496567726135","0.49180808663368225"
"163","0.4635160565376282","0.4363322854042053","0.490699827671051"
"164","0.46092958748340607","0.43444034457206726","0.4874188303947449"
"165","0.4583880752325058","0.43225058913230896","0.48452556133270264"
"166","0.4571765810251236","0.43166759610176086","0.48268556594848633"
"167","0.45563529431819916","0.4303276538848877","0.4809429347515106"
"168","0.4543035477399826","0.4295366406440735","0.4790704548358917"
"169","0.45239706337451935","0.42793703079223633","0.47685709595680237"
"170","0.4514341950416565","0.4271688461303711","0.4756995439529419"
"171","0.4506959319114685","0.42639994621276855","0.47499191761016846"
"172","0.4491893798112869","0.42555952072143555","0.4728192389011383"
"173","0.4478714317083359","0.4247225224971771","0.47102034091949463"
"174","0.4453265964984894","0.42246997356414795","0.4681832194328308"
"175","0.4453126788139343","0.4230104386806488","0.46761491894721985"
"176","0.4452243596315384","0.4232288897037506","0.46721982955932617"
"177","0.44479119777679443","0.4228968918323517","0.4666855037212372"
"178","0.44497355818748474","0.42365562915802","0.46629148721694946"
"179","0.4441930949687958","0.4232082962989807","0.46517789363861084"
"180","0.4437514394521713","0.4234387278556824","0.4640641510486603"
"181","0.4449705630540848","0.4251767098903656","0.46476441621780396"
"182","0.4457155764102936","0.4268783628940582","0.46455278992652893"
"183","0.44404685497283936","0.4251756966114044","0.4629180133342743"
"184","0.44251102209091187","0.4240543842315674","0.46096765995025635"
"185","0.4407069683074951","0.42251938581466675","0.4588945508003235"
"186","0.4404282122850418","0.42246341705322266","0.45839300751686096"
"187","0.4406559616327286","0.42318031191825867","0.4581316113471985"
"188","0.4410525858402252","0.4238133728504181","0.45829179883003235"
"189","0.44038908183574677","0.4235505163669586","0.4572276473045349"
"190","0.44133172929286957","0.42496195435523987","0.45770150423049927"
"191","0.43939952552318573","0.4236840605735779","0.4551149904727936"
"192","0.4382455497980118","0.42282289266586304","0.4536682069301605"
"193","0.43652641773223877","0.4215787947177887","0.45147404074668884"
"194","0.4362286627292633","0.42208459973335266","0.45037272572517395"
"195","0.4341772198677063","0.4205879867076874","0.4477664530277252"
"196","0.43355847895145416","0.42035719752311707","0.44675976037979126"
"197","0.4324828237295151","0.41921481490135193","0.4457508325576782"
"198","0.43270519375801086","0.42002660036087036","0.44538378715515137"
"199","0.43251626193523407","0.42002028226852417","0.44501224160194397"
"200","0.4314190000295639","0.41952040791511536","0.44331759214401245"
"201","0.4310598075389862","0.41933542490005493","0.4427841901779175"
"202","0.4316388964653015","0.4200584292411804","0.4432193636894226"
"203","0.44170695543289185","0.44170695543289185","0.44170695543289185"
"204","0.41768932342529297","0.3951164186000824","0.44026222825050354"
"205","0.4117075204849243","0.3837878108024597","0.4396272301673889"
"206","0.4128630459308624","0.38788530230522156","0.4378407895565033"
"207","0.41576245427131653","0.39377862215042114","0.4377462863922119"
"208","0.41560928523540497","0.3937588334083557","0.4374597370624542"
"209","0.4209049940109253","0.4053356647491455","0.4364743232727051"
"210","0.415082186460495","0.3958781063556671","0.4342862665653229"
"211","0.41862069070339203","0.40423935651779175","0.4330020248889923"
"212","0.41885827481746674","0.40412116050720215","0.4335953891277313"
"213","0.41623495519161224","0.3998751640319824","0.43259474635124207"
"214","0.41739651560783386","0.4033699929714203","0.43142303824424744"
"215","0.4190395921468735","0.4065794050693512","0.43149977922439575"
"216","0.41749584674835205","0.40430277585983276","0.43068891763687134"
"217","0.4184209555387497","0.40653127431869507","0.4303106367588043"
"218","0.4166758805513382","0.40532633662223816","0.42802542448043823"
"219","0.41705167293548584","0.40743979811668396","0.4266635477542877"
"220","0.4162953346967697","0.4065989553928375","0.4259917140007019"
"221","0.4150035232305527","0.4047442376613617","0.42526280879974365"
"222","0.4140021353960037","0.4033234417438507","0.42468082904815674"
"223","0.41468554735183716","0.40440016984939575","0.42497092485427856"
"224","0.41481736302375793","0.4053223133087158","0.42431241273880005"
"225","0.41367749869823456","0.4046955108642578","0.4226594865322113"
"226","0.41204604506492615","0.4015302062034607","0.4225618839263916"
"227","0.41249968111515045","0.40258491039276123","0.4224144518375397"
"228","0.41059616208076477","0.40000349283218384","0.4211888313293457"
"229","0.4093572497367859","0.39919647574424744","0.41951802372932434"
"230","0.40878649055957794","0.39965102076530457","0.4179219603538513"
"231","0.4081869274377823","0.3993454873561859","0.41702836751937866"
"232","0.40979768335819244","0.4030870497226715","0.4165083169937134"
"233","0.41017667949199677","0.4037320017814636","0.4166213572025299"
"234","0.40994085371494293","0.4027290642261505","0.41715264320373535"
"235","0.40897175669670105","0.4023679494857788","0.4155755639076233"
"236","0.4081609547138214","0.40241730213165283","0.41390460729599"
"237","0.405134841799736","0.39911574125289917","0.4111539423465729"
"238","0.4054296761751175","0.39972159266471863","0.41113775968551636"
"239","0.40375806391239166","0.39780092239379883","0.4097152054309845"
"240","0.40193286538124084","0.3943689167499542","0.40949681401252747"
"241","0.40172532200813293","0.39591366052627563","0.40753698348999023"
"242","0.40075990557670593","0.39589470624923706","0.4056251049041748"
"243","0.40006259083747864","0.39567723870277405","0.4044479429721832"
"244","0.39907538890838623","0.3945172131061554","0.40363356471061707"
"245","0.3992404043674469","0.39552322030067444","0.40295758843421936"
"246","0.40021760761737823","0.3979751169681549","0.40246009826660156"
"247","0.39938029646873474","0.39724040031433105","0.4015201926231384"
"248","0.40089064836502075","0.3993160128593445","0.402465283870697"
"249","0.39901140332221985","0.397665411233902","0.4003573954105377"
"250","0.3965994268655777","0.39485692977905273","0.39834192395210266"
"251","0.3972526043653488","0.39637261629104614","0.3981325924396515"
"252","0.3966650664806366","0.39621400833129883","0.39711612462997437"
"253","0.3961700350046158","0.3950786590576172","0.3972614109516144"
"254","0.3952583074569702","0.3933262228965759","0.3971903920173645"
"255","0.3944818526506424","0.3925374746322632","0.3964262306690216"
"256","0.3933696299791336","0.39103052020072937","0.39570873975753784"
"257","0.39352457225322723","0.39087361097335815","0.3961755335330963"
"258","0.39287057518959045","0.3899441659450531","0.3957969844341278"
"259","0.3936208635568619","0.39199134707450867","0.3952503800392151"
"260","0.39298275113105774","0.39143848419189453","0.39452701807022095"
"261","0.39414146542549133","0.393385112285614","0.39489781856536865"
"262","0.3950685113668442","0.39359724521636963","0.3965397775173187"
"263","0.39420734345912933","0.393275648355484","0.39513903856277466"
"264","0.3931322693824768","0.39254000782966614","0.3937245309352875"
"265","0.39278924465179443","0.3921792507171631","0.3933992385864258"
"266","0.3924108296632767","0.391046941280365","0.39377471804618835"
"267","0.3928741216659546","0.3917368948459625","0.39401134848594666"
"268","0.3916308432817459","0.39149484038352966","0.39176684617996216"
"269","0.3917919248342514","0.39138802886009216","0.39219582080841064"
"270","0.3923296481370926","0.3922058045864105","0.39245349168777466"
"271","0.39204807579517365","0.39187636971473694","0.39221978187561035"
"272","0.39215636253356934","0.39174771308898926","0.3925650119781494"
"273","0.39127086102962494","0.39020904898643494","0.39233267307281494"
"274","0.39021317660808563","0.3895764946937561","0.39084985852241516"
"275","0.3892616927623749","0.38805079460144043","0.3904725909233093"
"276","0.38812069594860077","0.3870687782764435","0.38917261362075806"
"277","0.38643741607666016","0.38522738218307495","0.38764744997024536"
"278","0.3852139264345169","0.38508424162864685","0.38534361124038696"
"279","0.38355062901973724","0.38315242528915405","0.38394883275032043"
"280","0.383516326546669","0.3827231824398041","0.38430947065353394"
"281","0.3819926679134369","0.3812476098537445","0.3827377259731293"
"282","0.38113895058631897","0.38087135553359985","0.3814065456390381"
"283","0.37999486923217773","0.3794756829738617","0.3805140554904938"
"284","0.380354106426239","0.3803204596042633","0.3803877532482147"
"285","0.38072000443935394","0.3800826966762543","0.3813573122024536"
"286","0.38103267550468445","0.3803120255470276","0.3817533254623413"
"287","0.3798527419567108","0.37965643405914307","0.38004904985427856"
"288","0.3804112672805786","0.3802502453327179","0.38057228922843933"
"289","0.3799639791250229","0.37992167472839355","0.3800062835216522"
"290","0.3804348409175873","0.3796214163303375","0.38124826550483704"
"291","0.38010500371456146","0.37976279854774475","0.3804472088813782"
"292","0.37911777198314667","0.37746304273605347","0.38077250123023987"
"293","0.37819062173366547","0.3763607144355774","0.38002052903175354"
"294","0.3785877078771591","0.37737470865249634","0.3798007071018219"
"295","0.37842030823230743","0.3759729564189911","0.3808676600456238"
"296","0.37848423421382904","0.37496301531791687","0.3820054531097412"
"297","0.3777249604463577","0.37387898564338684","0.3815709352493286"
"298","0.3775344341993332","0.37415677309036255","0.38091209530830383"
"299","0.376628041267395","0.37351641058921814","0.3797396719455719"
"300","0.3746793568134308","0.3715129792690277","0.37784573435783386"
"301","0.375871017575264","0.372395396232605","0.379346638917923"
"302","0.3770188242197037","0.3736797869205475","0.38035786151885986"
"303","0.3772715777158737","0.37448546290397644","0.380057692527771"
"304","0.37682534754276276","0.3747919499874115","0.378858745098114"
"305","0.3777236193418503","0.3750306963920593","0.38041654229164124"
"306","0.3769473135471344","0.37460535764694214","0.37928926944732666"
"307","0.3761155307292938","0.37406107783317566","0.378169983625412"
"308","0.3763638883829117","0.3742220997810364","0.378505676984787"
"309","0.3758242130279541","0.3751368522644043","0.3765115737915039"
"310","0.37528182566165924","0.3732518255710602","0.3773118257522583"
"311","0.374370738863945","0.372893750667572","0.375847727060318"
"312","0.374038964509964","0.3717716336250305","0.37630629539489746"
"313","0.3753181993961334","0.3743169903755188","0.37631940841674805"
"314","0.37448564171791077","0.3732987940311432","0.37567248940467834"
"315","0.3734996020793915","0.37229084968566895","0.374708354473114"
"316","0.37415288388729095","0.37230783700942993","0.375997930765152"
"317","0.37349557876586914","0.37167856097221375","0.37531259655952454"
"318","0.3746480643749237","0.3721106946468353","0.3771854341030121"
"319","0.37451593577861786","0.37224265933036804","0.3767892122268677"
"320","0.37625566124916077","0.3731660544872284","0.37934526801109314"
"321","0.3751586526632309","0.37195682525634766","0.37836048007011414"
"322","0.37369075417518616","0.3698626756668091","0.37751883268356323"
"323","0.37272967398166656","0.3691299259662628","0.3763294219970703"
"324","0.3723350614309311","0.3685775697231293","0.3760925531387329"
"325","0.3720605820417404","0.36954206228256226","0.3745791018009186"
"326","0.3713656961917877","0.3695632517337799","0.37316814064979553"
"327","0.3709348887205124","0.36743947863578796","0.3744302988052368"
"328","0.37028101086616516","0.3684231638908386","0.3721388578414917"
"329","0.3709007501602173","0.36836451292037964","0.37343698740005493"
"330","0.37225441634655","0.3695160448551178","0.3749927878379822"
"331","0.37329475581645966","0.3696778416633606","0.3769116699695587"
"332","0.371664822101593","0.36853209137916565","0.3747975528240204"
"333","0.37218840420246124","0.3699072003364563","0.3744696080684662"
"334","0.37258608639240265","0.3686741590499878","0.3764980137348175"
"335","0.3717082291841507","0.367953360080719","0.3754630982875824"
"336","0.3721323311328888","0.3686119019985199","0.3756527602672577"
"337","0.37145768105983734","0.3684018552303314","0.37451350688934326"
"338","0.372054323554039","0.3684384226799011","0.3756702244281769"
"339","0.37189194560050964","0.36826732754707336","0.3755165636539459"
"340","0.37160438299179077","0.3673758804798126","0.3758328855037689"
"341","0.37161922454833984","0.3682432174682617","0.37499523162841797"
"342","0.3712211698293686","0.36708521842956543","0.37535712122917175"
"343","0.37023167312145233","0.3669542968273163","0.3735090494155884"
"344","0.3689686059951782","0.36620602011680603","0.3717311918735504"
"345","0.36803869903087616","0.3652898371219635","0.3707875609397888"
"346","0.3689655065536499","0.3679143786430359","0.3700166344642639"
"347","0.3692281097173691","0.36886194348335266","0.3695942759513855"
"348","0.3688683807849884","0.36854806542396545","0.36918869614601135"
"349","0.3689855635166168","0.36841893196105957","0.3695521950721741"
"350","0.3688810467720032","0.36778631806373596","0.3699757754802704"
"351","0.3694002330303192","0.3668178617954254","0.371982604265213"
"352","0.36974869668483734","0.367197722196579","0.3722996711730957"
"353","0.3685322552919388","0.3661792576313019","0.3708852529525757"
"354","0.3680399954319","0.3663572072982788","0.36972278356552124"
"355","0.36921732127666473","0.3665652275085449","0.37186941504478455"
"356","0.36888474225997925","0.36645686626434326","0.37131261825561523"
"357","0.36982734501361847","0.3674379885196686","0.37221670150756836"
"358","0.37013204395771027","0.36829644441604614","0.3719676434993744"
"359","0.3698996901512146","0.36724352836608887","0.37255585193634033"
"360","0.3709629774093628","0.36780598759651184","0.37411996722221375"
"361","0.36977748572826385","0.3660360276699066","0.3735189437866211"
"362","0.37031833827495575","0.36727842688560486","0.37335824966430664"
"363","0.369707390666008","0.3655910789966583","0.37382370233535767"
"364","0.3697914630174637","0.3659548759460449","0.37362805008888245"
"365","0.3684012442827225","0.3652927279472351","0.37150976061820984"
"366","0.3693313002586365","0.36562106013298035","0.3730415403842926"
"367","0.36889421939849854","0.3652384579181671","0.37254998087882996"
"368","0.37003476917743683","0.3659214675426483","0.37414807081222534"
"369","0.37089626491069794","0.36641666293144226","0.3753758668899536"
"370","0.37030869722366333","0.3662084937095642","0.37440890073776245"
"371","0.3706391900777817","0.3667871952056885","0.3744911849498749"
"372","0.3704252988100052","0.36588361859321594","0.37496697902679443"
"373","0.37005195021629333","0.3656204640865326","0.3744834363460541"
"374","0.3702678680419922","0.3654187321662903","0.3751170039176941"
"375","0.3693230599164963","0.3639432489871979","0.3747028708457947"
"376","0.36967648565769196","0.36445358395576477","0.37489938735961914"
"377","0.3691256195306778","0.36460763216018677","0.3736436069011688"
"378","0.369448259472847","0.36539578437805176","0.3735007345676422"
"379","0.3697843849658966","0.3662371039390564","0.3733316659927368"
"380","0.36888487637043","0.364665687084198","0.373104065656662"
"381","0.36873143911361694","0.36443936824798584","0.37302350997924805"
"382","0.3690557926893234","0.3649470806121826","0.37316450476646423"
"383","0.36977359652519226","0.36561986804008484","0.3739273250102997"
"384","0.3700089156627655","0.36586928367614746","0.37414854764938354"
"385","0.36942097544670105","0.36431974172592163","0.37452220916748047"
"386","0.36927028000354767","0.36471179127693176","0.3738287687301636"
"387","0.3699723929166794","0.36609819531440735","0.3738465905189514"
"388","0.37025870382785797","0.3669862747192383","0.37353113293647766"
"389","0.3700416535139084","0.3671763241291046","0.37290698289871216"
"390","0.37108223140239716","0.3676721155643463","0.374492347240448"
"391","0.3704150766134262","0.3674486577510834","0.37338149547576904"
"392","0.3701499253511429","0.36714690923690796","0.3731529414653778"
"393","0.36984874308109283","0.36735060811042786","0.3723468780517578"
"394","0.369719997048378","0.3672614097595215","0.3721785843372345"
"395","0.3681119382381439","0.3657761216163635","0.3704477548599243"
"396","0.36792856454849243","0.36454471945762634","0.3713124096393585"
"397","0.36792126297950745","0.3634799122810364","0.3723626136779785"
"398","0.36693380773067474","0.36282241344451904","0.37104520201683044"
"399","0.3675130754709244","0.3639785051345825","0.37104764580726624"
"400","0.3666063994169235","0.36345940828323364","0.3697533905506134"
"401","0.3673308938741684","0.3635924160480499","0.37106937170028687"
"402","0.36761628091335297","0.3628450334072113","0.37238752841949463"
"403","0.3670755624771118","0.36166900396347046","0.3724821209907532"
"404","0.3660072535276413","0.3603161573410034","0.3716983497142792"
"405","0.3652872294187546","0.36003556847572327","0.3705388903617859"
"406","0.36627665162086487","0.36018821597099304","0.3723650872707367"
"407","0.36565497517585754","0.3594701290130615","0.37183982133865356"
"408","0.3648599684238434","0.35912102460861206","0.3705989122390747"
"409","0.365319162607193","0.3602987825870514","0.3703395426273346"
"410","0.3649532198905945","0.3601982593536377","0.36970818042755127"
"411","0.3650500774383545","0.3605553209781647","0.3695448338985443"
"412","0.3638855963945389","0.35890844464302063","0.36886274814605713"
"413","0.3641935884952545","0.35933950543403625","0.3690476715564728"
"414","0.36343495547771454","0.3590323328971863","0.3678375780582428"
"415","0.3629465848207474","0.358267217874527","0.3676259517669678"
"416","0.36286458373069763","0.35868576169013977","0.3670434057712555"
"417","0.36250245571136475","0.3590377867221832","0.36596712470054626"
"418","0.3618311285972595","0.3582855463027954","0.36537671089172363"
"419","0.36202551424503326","0.359218031167984","0.3648329973220825"
"420","0.3618125021457672","0.3591121435165405","0.3645128607749939"
"421","0.36177708208560944","0.35947129130363464","0.36408287286758423"
"422","0.3615224212408066","0.35936662554740906","0.3636782169342041"
"423","0.3607358932495117","0.3580605983734131","0.36341118812561035"
"424","0.3607756495475769","0.35688093304634094","0.36467036604881287"
"425","0.3606152981519699","0.35796210169792175","0.36326849460601807"
"426","0.3606879413127899","0.3589906692504883","0.36238521337509155"
"427","0.3599735498428345","0.3587261140346527","0.36122098565101624"
"428","0.35962770879268646","0.35862597823143005","0.36062943935394287"
"429","0.36101600527763367","0.3603275716304779","0.36170443892478943"
"430","0.3605290800333023","0.3592257499694824","0.3618324100971222"
"431","0.3607059270143509","0.35877037048339844","0.36264148354530334"
"432","0.3603091388940811","0.35848209261894226","0.36213618516921997"
"433","0.3593316227197647","0.35773491859436035","0.36092832684516907"
"434","0.36060355603694916","0.360041081905365","0.3611660301685333"
"435","0.3607737421989441","0.36001983284950256","0.3615276515483856"
"436","0.3609531670808792","0.3603886663913727","0.36151766777038574"
"437","0.3606490045785904","0.3602294921875","0.3610685169696808"
"438","0.3613956421613693","0.3606405556201935","0.36215072870254517"
"439","0.35970328748226166","0.3587244153022766","0.3606821596622467"
"440","0.36097459495067596","0.35910937190055847","0.36283981800079346"
"441","0.36034300923347473","0.3578263819217682","0.3628596365451813"
"442","0.35882076621055603","0.35589170455932617","0.3617498278617859"
"443","0.35813938081264496","0.3562390208244324","0.36003974080085754"
"444","0.35780224204063416","0.355710506439209","0.3598939776420593"
"445","0.3575572371482849","0.3553711473941803","0.3597433269023895"
"446","0.357247069478035","0.3547493517398834","0.3597447872161865"
"447","0.35719574987888336","0.3556203246116638","0.3587711751461029"
"448","0.35700398683547974","0.3569985032081604","0.3570094704627991"
"449","0.35587139427661896","0.3557461202144623","0.35599666833877563"
"450","0.35553373396396637","0.35431307554244995","0.3567543923854828"
